round,table_number,player_1,player_1_score,player_2,player_2_score
29,34,Natthakorn Siriwatthanaphongsa,THA,362,-
29,35,Rob Robinsky,USA,484,-
29,36,Thitipol Barameemuang,THA,363,-
29,37,Edward Okulicz,AUS,445,-
29,38,Rik Kennedy,GBR,423,-
29,39,Apirat Choomai,THA,412,-
29,40,Orlet Bullock,VCT,382,-
29,41,Charae Worapotpisut,THA,421,-
29,42,Chock Heng Kong,MYS,381,-
29,43,Siddharth Nithyanand,IND,528,-
29,,Jesse Day,USA,-100,-
29,,CharnwitI Iamudom,THA,100,-
30,1,Aditya Iyengar,IND,324,-
30,2,Joshua Castellano,USA,403,-
30,3,Dave Wiegand,USA,554,-
30,4,Thacha Koowirat,THA,457,-
30,5,David Eldar,AUS,448,-
30,6,Cameron Farlow,AUS,359,-
30,7,Nigel Richards,NZL,398,-
30,8,Samson Okosagah,USA,498,-
30,9,Kian Boon Liew,SGP,373,-
30,10,Nuti Suri,THA,402,-
30,11,Michael Gongolo,KEN,493,-
30,12,Piotr Andronowski,GBR,339,-
30,13,Josh Watt,AUS,488,-
30,14,Sherwin Rodrigues,IND,386,-
30,15,Udayan Grover,IND,391,-
30,16,Chollapat Itthi-Aree,THA,610,-
30,17,Ricky Purnomo,SGP,316,-
30,18,Siu Hean Cheah,SGP,527,-
30,19,CharnwitS Sukhumrattanaporn,THA,381,-
30,20,Alexander Gozali,IDN,514,-
30,21,Odette Rio,PHL,414,-
30,22,Akegapun Erbprasartsook,THA,421,-
30,23,Puttapong Moonsarn,THA,348,-
30,24,Pesol Kosalakood,THA,354,-
30,25,Sanhanat Klanying,THA,442,-
30,26,Charles Carneiro,IND,370,-
30,27,Suyash Manchali,IND,423,-
30,28,Dean Saldanha,CAN,441,-
30,29,Doko Oluwatimilehin,NGA,409,-
30,30,Vannitha Balasingam,MYS,381,-
30,31,Samuel Crispin,GBR,450,-
30,32,Ezinore George,NGA,398,-
30,33,Euclid Hui,HKG,429,-
30,34,Rasheed Balogun,USA,502,-
30,35,Natthakorn Siriwatthanaphongsa,THA,451,-
30,36,Sanjoy Gupta,IND,394,-
30,37,Orlet Bullock,VCT,402,-
30,38,Ishika Shivalingaiah,IND,454,-
30,39,Mike Baron,USA,488,-
30,40,Gerry Carter,THA,329,-
30,41,J Jeyaseelan,SGP,553,-
30,42,Rik Kennedy,GBR,585,-
30,43,Thitipol Barameemuang,THA,438,-
30,,Jesse Day,USA,-100,-
30,,Thomson Law,HKG,100,-
31,1,Madhav Gopal Kamath,IND,448,-
31,2,David Eldar,AUS,531,-
31,3,Dave Wiegand,USA,413,-
31,4,Chaiyottha Manachaisit,THA,336,-
31,5,Harshan Lamabadusuriya,GBR,495,-
31,6,Napat Vatjaranurathorn,THA,494,-
31,7,Michael Gongolo,KEN,497,-
31,8,Samson Okosagah,USA,508,-
31,9,Josh Watt,AUS,568,-
31,10,Panupol Sujjayakorn,THA,581,-
31,11,Nuti Suri,THA,409,-
31,12,Nigel Richards,NZL,474,-
31,13,Nattapat Nak-in,THA,420,-
31,14,Soramet Mettaviharee,THA,326,-
31,15,Kian Boon Liew,SGP,412,-
31,16,Jimoh Abdulmumin,NGA,453,-
31,17,Piotr Andronowski,GBR,436,-
31,18,Siu Hean Cheah,SGP,529,-
31,19,Ming Hui Hubert Wee,SGP,443,-
31,20,Alexander Gozali,IDN,451,-
31,21,Austin Shin,USA,566,-
31,22,Weibin Toh,SGP,375,-
31,23,Puttapong Moonsarn,THA,281,-
31,24,David Webb,GBR,471,-
31,25,Trevor Halsall,AUS,567,-
31,26,Charles Carneiro,IND,268,-
31,27,Jack Moran,GBR,420,-
31,28,Sujana Somasekar,IND,403,-
31,29,Rasheed Balogun,USA,411,-
31,30,Nopparuj Tipkaew,THA,512,-
31,31,Samuel Crispin,GBR,448,-
31,32,Lukeman Owolabi,IRL,583,-
31,33,Ryan Wee,SGP,387,-
31,34,Marlon Prudencio,SGP,420,-
31,35,Jason Carney,GBR,391,-
31,36,Euclid Hui,HKG,446,-
31,37,CharnwitI Iamudom,THA,465,-
31,38,Charae Worapotpisut,THA,449,-
31,39,Edward Okulicz,AUS,426,-
31,40,Sanjoy Gupta,IND,428,-
31,41,Russell Honeybun,AUS,430,-
31,42,Chock Heng Kong,MYS,412,-
31,43,Mike Baron,USA,416,-
31,,Jesse Day,USA,-100,-
31,,Apirat Choomai,THA,100,-
32,1,David Eldar,AUS,437,-
32,2,Dave Wiegand,USA,523,-
32,3,Jason Keller,USA,350,-
32,4,Harshan Lamabadusuriya,GBR,506,-
32,5,Napat Vatjaranurathorn,THA,543,-
32,6,Samson Okosagah,USA,426,-
32,7,Ben Schoenbrun,USA,540,-
32,8,Darren Khoo,MYS,400,-
32,9,Andrew Fisher,AUS,398,-
32,10,Natalie Zolty,GBR,377,-
32,11,Brian Po,HKG,534,-
32,12,Akshay Bhandarkar,IND,478,-
32,13,Komol Panyasophonlert,THA,513,-
32,14,Jimoh Abdulmumin,NGA,537,-
32,15,Irfan Siddiqui,BHR,383,-
32,16,Ming Hui Hubert Wee,SGP,486,-
32,17,Alexander Gozali,IDN,478,-
32,18,Austin Shin,USA,517,-
32,19,Sanhanat Klanying,THA,464,-
32,20,Jakkrit Klaphajone,THA,494,-
32,21,Piotr Andronowski,GBR,464,-
32,22,Waseem Khatri,PAK,509,-
32,23,Suyash Manchali,IND,489,-
32,24,Akegapun Erbprasartsook,THA,429,-
32,25,Weibin Toh,SGP,495,-
32,26,Rasheed Balogun,USA,543,-
32,27,Odette Rio,PHL,419,-
32,28,Samuel Crispin,GBR,443,-
32,29,Lukeman Owolabi,IRL,383,-
32,30,Jack Moran,GBR,468,-
32,31,Norases Vesdapunt,THA,435,-
32,32,Ezinore George,NGA,310,-
32,33,Vannitha Balasingam,MYS,335,-
32,34,Pesol Kosalakood,THA,480,-
32,35,Ryan Wee,SGP,368,-
32,36,Thomson Law,HKG,444,-
32,37,Jason Carney,GBR,365,-
32,38,Ishika Shivalingaiah,IND,423,-
32,39,CharnwitI Iamudom,THA,417,-
32,40,Russell Honeybun,AUS,563,-
32,41,Sanjoy Gupta,IND,414,-
32,42,Chock Heng Kong,MYS,501,-
32,43,Siddharth Nithyanand,IND,607,-
32,,Jesse Day,USA,-100,-
32,,Gerry Carter,THA,100,-
33,1,Madhav Gopal Kamath,IND,365,-
33,2,Joshua Castellano,USA,470,-
33,3,Thacha Koowirat,THA,429,-
33,4,Jason Keller,USA,446,-
33,5,Aditya Iyengar,IND,432,-
33,6,Panupol Sujjayakorn,THA,548,-
33,7,Nuti Suri,THA,392,-
33,8,Chaiyottha Manachaisit,THA,407,-
33,9,Josh Watt,AUS,305,-
33,10,Akshay Bhandarkar,IND,420,-
33,11,Darren Khoo,MYS,431,-
33,12,Andrew Fisher,AUS,445,-
33,13,Natalie Zolty,GBR,426,-
33,14,Sherwin Rodrigues,IND,341,-
33,15,Austin Shin,USA,472,-
33,16,Cameron Farlow,AUS,380,-
33,17,Jakkrit Klaphajone,THA,446,-
33,18,Nattapat Nak-in,THA,390,-
33,19,Waseem Khatri,PAK,359,-
33,20,Suyash Manchali,IND,327,-
33,21,Doko Oluwatimilehin,NGA,471,-
33,22,Ricky Purnomo,SGP,404,-
33,23,Weibin Toh,SGP,426,-
33,24,David Webb,GBR,411,-
33,25,Trevor Halsall,AUS,534,-
33,26,William Kang,MYS,392,-
33,27,Rob Robinsky,USA,529,-
33,28,Marlon Prudencio,SGP,297,-
33,29,Dean Saldanha,CAN,509,-
33,30,Samrath Singh Bhatia,IND,400,-
33,31,Anthony Ikolo,NGA,440,-
33,32,Lukeman Owolabi,IRL,532,-
33,33,Apirat Choomai,THA,414,-
33,34,Thomson Law,HKG,424,-
33,35,Vannitha Balasingam,MYS,465,-
33,36,Euclid Hui,HKG,484,-
33,37,Ryan Wee,SGP,534,-
33,38,Rik Kennedy,GBR,525,-
33,39,Thitipol Barameemuang,THA,379,-
33,40,Orlet Bullock,VCT,393,-
33,41,Natthakorn Siriwatthanaphongsa,THA,538,-
33,42,J Jeyaseelan,SGP,430,-
33,43,Mike Baron,USA,491,-
33,,Jesse Day,USA,-100,-
33,,Siddharth Nithyanand,IND,100,-
34,1,David Eldar,AUS,569,-
34,2,Dave Wiegand,USA,444,-
34,3,Jason Keller,USA,416,-
34,4,Aditya Iyengar,IND,426,-
34,5,Napat Vatjaranurathorn,THA,376,-
34,6,Nigel Richards,NZL,492,-
34,7,Brian Po,HKG,474,-
34,8,Ben Schoenbrun,USA,426,-
34,9,Andrew Fisher,AUS,419,-
34,10,Michael Gongolo,KEN,491,-
34,11,Ming Hui Hubert Wee,SGP,403,-
34,12,Austin Shin,USA,435,-
34,13,Komol Panyasophonlert,THA,475,-
34,14,Chollapat Itthi-Aree,THA,429,-
34,15,Siu Hean Cheah,SGP,364,-
34,16,Nattapat Nak-in,THA,525,-
34,17,Soramet Mettaviharee,THA,487,-
34,18,Sanhanat Klanying,THA,559,-
34,19,Rasheed Balogun,USA,463,-
34,20,Cameron Farlow,AUS,429,-
34,21,Irfan Siddiqui,BHR,305,-
34,22,Trevor Halsall,AUS,502,-
34,23,William Kang,MYS,371,-
34,24,Sujana Somasekar,IND,357,-
34,25,Ricky Purnomo,SGP,427,-
34,26,Dean Saldanha,CAN,466,-
34,27,Odette Rio,PHL,481,-
34,28,Anthony Ikolo,NGA,544,-
34,29,Akegapun Erbprasartsook,THA,480,-
34,30,Jack Moran,GBR,491,-
34,31,Marlon Prudencio,SGP,552,-
34,32,Nopparuj Tipkaew,THA,327,-
34,33,Pesol Kosalakood,THA,385,-
34,34,Ryan Wee,SGP,456,-
34,35,Charles Carneiro,IND,385,-
34,36,Rik Kennedy,GBR,585,-
34,37,Ezinore George,NGA,514,-
34,38,Ishika Shivalingaiah,IND,514,-
34,39,CharnwitI Iamudom,THA,425,-
34,40,Thitipol Barameemuang,THA,394,-
34,41,Edward Okulicz,AUS,415,-
34,42,Chock Heng Kong,MYS,420,-
34,43,Gerry Carter,THA,456,-
34,,Jesse Day,USA,-100,-
34,,J Jeyaseelan,SGP,100,-
35,1,David Eldar,AUS,429,-
35,2,Thacha Koowirat,THA,358,-
35,3,Harshan Lamabadusuriya,GBR,443,-
35,4,Panupol Sujjayakorn,THA,484,-
35,5,Nigel Richards,NZL,481,-
35,6,Brian Po,HKG,443,-
35,7,Andrew Fisher,AUS,474,-
35,8,Chaiyottha Manachaisit,THA,437,-
35,9,Samson Okosagah,USA,519,-
35,10,Komol Panyasophonlert,THA,512,-
35,11,Jimoh Abdulmumin,NGA,420,-
35,12,Chollapat Itthi-Aree,THA,374,-
35,13,Siu Hean Cheah,SGP,429,-
35,14,Ming Hui Hubert Wee,SGP,380,-
35,15,Josh Watt,AUS,461,-
35,16,Udayan Grover,IND,469,-
35,17,Weibin Toh,SGP,464,-
35,18,David Webb,GBR,448,-
35,19,Natalie Zolty,GBR,360,-
35,20,Suyash Manchali,IND,465,-
35,21,Rob Robinsky,USA,492,-
35,22,Dean Saldanha,CAN,392,-
35,23,Odette Rio,PHL,488,-
35,24,Jakkrit Klaphajone,THA,477,-
35,25,Anthony Ikolo,NGA,471,-
35,26,Akegapun Erbprasartsook,THA,505,-
35,27,Jack Moran,GBR,486,-
35,28,Marlon Prudencio,SGP,540,-
35,29,Samuel Crispin,GBR,498,-
35,30,CharnwitS Sukhumrattanaporn,THA,475,-
35,31,Samrath Singh Bhatia,IND,374,-
35,32,Rik Kennedy,GBR,425,-
35,33,Norases Vesdapunt,THA,428,-
35,34,Charae Worapotpisut,THA,417,-
35,35,Pesol Kosalakood,THA,380,-
35,36,Euclid Hui,HKG,448,-
35,37,Charles Carneiro,IND,448,-
35,38,Thomson Law,HKG,487,-
35,39,Jason Carney,GBR,385,-
35,40,Sanjoy Gupta,IND,431,-
35,41,Russell Honeybun,AUS,390,-
35,42,J Jeyaseelan,SGP,490,-
35,43,Mike Baron,USA,348,-
35,,Jesse Day,USA,-100,-
35,,Orlet Bullock,VCT,100,-
36,1,Joshua Castellano,USA,467,-
36,2,Harshan Lamabadusuriya,GBR,514,-
36,3,Madhav Gopal Kamath,IND,410,-
36,4,Ben Schoenbrun,USA,453,-
36,5,Jason Keller,USA,450,-
36,6,Michael Gongolo,KEN,400,-
36,7,Samson Okosagah,USA,526,-
36,8,Akshay Bhandarkar,IND,413,-
36,9,Nuti Suri,THA,459,-
36,10,Chaiyottha Manachaisit,THA,403,-
36,11,Soramet Mettaviharee,THA,268,-
36,12,Austin Shin,USA,653,-
36,13,Udayan Grover,IND,475,-
36,14,David Webb,GBR,375,-
36,15,Chollapat Itthi-Aree,THA,464,-
36,16,Trevor Halsall,AUS,495,-
36,17,Sanhanat Klanying,THA,486,-
36,18,Rob Robinsky,USA,354,-
36,19,Cameron Farlow,AUS,372,-
36,20,Odette Rio,PHL,387,-
36,21,Piotr Andronowski,GBR,561,-
36,22,Natalie Zolty,GBR,488,-
36,23,Sherwin Rodrigues,IND,458,-
36,24,Marlon Prudencio,SGP,425,-
36,25,Ricky Purnomo,SGP,449,-
36,26,Samuel Crispin,GBR,440,-
36,27,Lukeman Owolabi,IRL,490,-
36,28,William Kang,MYS,440,-
36,29,Doko Oluwatimilehin,NGA,471,-
36,30,Norases Vesdapunt,THA,445,-
36,31,Nopparuj Tipkaew,THA,445,-
36,32,Puttapong Moonsarn,THA,453,-
36,33,Samrath Singh Bhatia,IND,456,-
36,34,Apirat Choomai,THA,372,-
36,35,Thomson Law,HKG,432,-
36,36,Charae Worapotpisut,THA,498,-
36,37,Ishika Shivalingaiah,IND,453,-
36,38,CharnwitI Iamudom,THA,395,-
36,39,Natthakorn Siriwatthanaphongsa,THA,427,-
36,40,Edward Okulicz,AUS,445,-
36,41,Chock Heng Kong,MYS,362,-
36,42,Siddharth Nithyanand,IND,419,-
36,43,Gerry Carter,THA,440,-
36,,David Eldar,AUS,100,-
36,,Jesse Day,USA,-100,-
